train_loss,train_acc,train_perfect_accuracy,train_match_uncon_accuracy,train_match_uncon_perfect_accuracy,eval_loss,eval_acc,eval_perfect_accuracy,eval_match_uncon_accuracy,eval_match_uncon_perfect_accuracy
0.002921875,0.9822265625,0.84125,0.9383984375,0.530625,0.0024187500000000008,0.984375,0.857,0.9358125,0.518
