train_loss,train_acc,train_perfect_accuracy,train_match_uncon_accuracy,train_match_uncon_perfect_accuracy,eval_loss,eval_acc,eval_perfect_accuracy,eval_match_uncon_accuracy,eval_match_uncon_perfect_accuracy
0.048613281249999994,0.785703125,0.053125,0.735,0.021875,0.04946250000000001,0.780125,0.043,0.730125,0.02
