train_loss,train_acc,train_perfect_accuracy,train_match_uncon_accuracy,train_match_uncon_perfect_accuracy,eval_loss,eval_acc,eval_perfect_accuracy,eval_match_uncon_accuracy,eval_match_uncon_perfect_accuracy
0.0022890625000000016,0.98578125,0.876875,0.95,0.59125,0.0033000000000000017,0.9795625,0.818,0.950625,0.6
