train_loss,train_acc,train_perfect_accuracy,train_match_uncon_accuracy,train_match_uncon_perfect_accuracy,eval_loss,eval_acc,eval_perfect_accuracy,eval_match_uncon_accuracy,eval_match_uncon_perfect_accuracy
0.04640624999999995,0.770546875,0.044375,0.7359375,0.01875,0.04523749998967442,0.7771875,0.035,0.7373125,0.016
