train_loss,train_acc,train_perfect_accuracy,train_match_uncon_accuracy,train_match_uncon_perfect_accuracy,eval_loss,eval_acc,eval_perfect_accuracy,eval_match_uncon_accuracy,eval_match_uncon_perfect_accuracy
0.07521484375000001,0.7505078125,0.046875,0.7702734375,0.049375,0.07414375000000005,0.752625,0.039,0.7774375,0.051
