train_loss,train_acc,train_perfect_accuracy,train_match_uncon_accuracy,train_match_uncon_perfect_accuracy,eval_loss,eval_acc,eval_perfect_accuracy,eval_match_uncon_accuracy,eval_match_uncon_perfect_accuracy
0.11317578124999994,0.6646875,0.003125,0.7400390625,0.006875,0.11380625000000001,0.6625,0.005,0.7371875,0.019
